adrid,adr_info
Application site scar,08.02.01.033;12.07.01.033;23.03.11.010
Intervertebral disc disorder,15.10.01.003
Patent ductus arteriosus,02.08.01.001;03.07.01.001;24.03.03.002
Macular fibrosis,06.09.03.014
Diabetes insipidus,05.03.03.004;14.05.07.003
Ear canal erythema,04.03.01.013;23.03.06.018
Device malfunction,27.01.02.002
Radiation skin injury,12.05.02.004;23.03.11.007
Upper respiratory tract inflammation,22.12.03.034
Blood pressure abnormal,13.14.03.001
Pseudomonal sepsis,11.02.12.003
Tinea versicolour,11.03.08.006;23.11.03.013
Pneumomediastinum,22.09.03.004
Salmonellosis,11.02.19.001
Haemoglobinuria,01.06.04.005;20.02.01.017
Female orgasmic disorder,19.08.01.005;21.03.02.018
Sepsis neonatal,11.01.11.007;18.04.12.003
Leriche syndrome,21.03.01.016;24.04.01.003
Dermatophytosis,11.03.08.005;23.11.03.005;11.03.08.002;23.11.03.011
Eczema infected,11.01.12.010;23.03.04.021
Buccal mucosal roughening,07.05.05.033
Familial tremor,03.11.09.001;15.11.09.001;17.19.02.004;17.01.06.004
Bronchioloalveolar carcinoma,16.19.02.002;22.08.01.003
Peritonitis bacterial,07.19.05.003;11.02.01.023
Pemphigoid,10.04.02.002;23.03.01.004
Osteosarcoma,15.09.03.010;16.29.03.002
Vulvovaginal candidiasis,11.03.03.005;21.14.02.003;11.03.03.002;11.03.05.004;21.10.03.001;21.14.02.004
Blood zinc decreased,13.11.01.036
Temporal arteritis,06.07.02.010;10.02.02.032;17.08.02.033;24.12.02.003
Paroxysmal nocturnal haemoglobinuria,01.06.03.003;20.02.01.022;24.01.01.015
Decreased immune responsiveness,10.02.01.041
Keloid scar,23.01.03.002
Perirectal abscess,07.19.04.001;11.01.07.005
Cervicobrachial syndrome,15.01.04.002;17.10.02.001
Cholestatic liver injury,09.01.07.016
Learning disability,19.21.05.002;19.21.05.001
Angiopathy,24.03.02.007
Injection site paraesthesia,08.02.03.049;12.07.03.049;17.02.06.029
Community acquired infection,11.07.02.003
Alveolitis allergic,10.01.03.056;22.01.01.027
Coronary artery insufficiency,02.02.01.008;24.04.04.016
Pharyngeal oedema,10.01.05.016;22.04.05.003;23.04.01.016
Pneumocystis jirovecii pneumonia,11.03.07.005;22.07.08.009
Uterine mass,21.07.01.012
Mycobacterium avium complex infection,11.04.02.001
Sexually transmitted disease,11.07.02.008
Application site swelling,08.02.01.027;12.07.01.027
Concussion,12.01.10.005;17.11.01.004
Coombs positive haemolytic anaemia,01.06.01.001;10.04.01.001
Osteodystrophy,15.02.03.007
Deposit eye,06.09.04.005
Suprapubic pain,08.01.08.017
Arteritis,24.12.02.001
Cardiac arrest,02.03.04.001;02.03.04.002;22.02.06.007
Otitis media,04.05.01.001;11.01.05.004;04.05.01.006
Keratoacanthoma,16.03.02.007;23.08.02.007
Enophthalmos,06.09.04.006
Oropharyngeal swelling,07.05.04.002;10.01.05.014;22.04.05.005;23.04.01.013
Dyspareunia,19.08.05.004;21.03.02.016
Nasal septum ulceration,22.04.03.016
Pruritus generalised,23.03.12.001
Brain stem syndrome,17.02.10.016
Cataract subcapsular,06.06.01.002
Red cell distribution width increased,13.01.05.025
Spina bifida occulta,03.10.02.007;17.19.01.007;23.07.05.009
Myelodysplastic syndrome,01.10.04.001;16.01.04.001
Abortion incomplete,18.01.01.003
Hypoaldosteronism,05.01.02.009;14.11.01.031
Drug effect increased,08.06.01.053
Periodontal disease,07.09.05.006
Underweight,14.03.02.017
Torticollis,15.05.04.003;17.01.03.003
Hyperparathyroidism,05.04.01.001;14.04.01.020
Skin fibrosis,23.03.03.061
Tachycardia foetal,02.03.02.017;18.03.02.005
Erythema of eyelid,06.04.04.003;23.03.06.006
Pulmonary hypoplasia,03.16.01.003;22.10.01.002
Blood cholesterol decreased,13.12.01.001
Obstetric procedure complication,12.02.14.003;18.07.02.007
Grimacing,17.02.05.029
Hypotonic-hyporesponsive episode,12.02.11.005;17.05.03.011
Drug tolerance,08.06.01.003
Post procedural oedema,12.02.05.040
Tongue oedema,07.14.02.007;10.01.05.008;23.04.01.009
Breast discomfort,21.05.05.007
Injection site ulcer,08.02.03.016;12.07.03.017;23.07.03.012
Skin maceration,23.03.03.016
Purpura fulminans,01.01.02.009;23.06.01.010;24.07.06.013
Catheter site pain,08.02.02.004;12.07.02.004
Hemianopia,06.02.07.004;17.17.01.012;06.02.07.007;06.02.07.010;17.17.01.024;17.17.01.031
Contracted bladder,20.03.03.005
Pyometra,11.01.10.016;21.14.01.003
Insomnia,17.15.03.002;19.02.01.002
Marrow hyperplasia,01.13.01.001;16.21.01.001
Prostatitis,21.09.01.001
Joint injury,12.04.03.005;15.01.08.019
Post-traumatic pain,08.01.08.010;12.01.08.016
Hangover,08.01.09.018
Coronary artery occlusion,02.02.01.006;12.02.01.036;24.04.04.013
Spasmodic dysphonia,17.01.03.007;22.12.03.026
Arcus lipoides,06.06.03.014
Tardive dyskinesia,17.01.02.012
Infusion site rash,08.02.05.017;12.07.05.017;23.03.13.018
Mycobacterial infection,11.04.02.003
Hypopyon,06.04.10.004;11.01.06.009
Saliva altered,07.06.01.004
Ovarian atrophy,05.05.01.018;21.11.02.011
Vulvovaginitis trichomonal,11.06.05.001;21.14.02.007
Blood osmolarity decreased,13.11.02.005
Hypopituitarism,05.03.02.001
Peripheral ischaemia,24.04.03.002
Relapsing fever,11.02.17.002
Congenital joint malformation,03.11.06.004;15.11.06.004
Photosensitivity reaction,23.03.09.003
Glomerulonephritis membranoproliferative,20.05.01.012
Thrombotic microangiopathy,01.01.02.006;20.01.07.004;24.01.01.013
Hypercoagulation,01.01.02.007
Eye pruritus,06.04.05.006
Cervix carcinoma stage 0,16.12.01.002;21.06.02.002
Angle closure glaucoma,06.03.01.001
Hepatic fibrosis,09.01.04.002;24.08.06.002
Aspiration,22.02.07.007
Laryngeal pain,22.12.03.010
Pterygium,06.06.02.006
Choroidal effusion,06.09.01.008
Post procedural discharge,12.02.05.039
Hypoglycaemic seizure,05.06.03.002;14.06.03.002;17.12.03.015
Labile hypertension,24.08.02.013
Gastroduodenitis,07.08.02.001
Metabolic encephalopathy,14.11.01.013;17.13.01.001
Amylase increased,13.05.01.009
Fracture,12.04.02.001;15.08.02.001
Radiculopathy,17.10.01.005;17.10.02.003
Hypoproteinaemia,09.01.02.004;14.10.01.003
Adrenal atrophy,05.01.02.008;14.11.01.030
Choking,22.12.03.003
Anterior spinal artery syndrome,17.10.01.008;24.04.06.015
Presbyopia,06.02.04.007
Herpes virus infection,11.05.02.008
Neonatal disorder,18.04.01.001
Scrotal swelling,21.12.02.005
Catheter site infection,08.02.02.006;11.01.08.022;12.07.02.006
Hypoprothrombinaemia,01.01.01.001
Diffuse alopecia,23.02.02.007
Electrocardiogram QRS complex prolonged,13.14.05.003
X-linked lymphoproliferative syndrome,01.13.02.003;03.17.01.002;10.03.01.003;11.05.10.005;16.21.02.003;01.13.02.001;16.21.02.001
Glabellar reflex abnormal,17.02.01.007
Clumsiness,17.01.02.005
Libido increased,19.08.03.002;21.03.02.007
Scoliosis,15.10.04.001
Gingival disorder,07.09.13.004
Hepatic infiltration eosinophilic,01.02.04.014;09.01.07.028
Meningitis chemical,12.03.02.004;17.06.03.003
Faeces discoloured,07.01.03.002
Dysphoria,19.04.02.004
Inner ear disorder,04.04.02.002
Haemorrhage intracranial,17.08.01.008;24.07.04.003
Rib fracture,12.04.07.001;15.08.07.001
Blood follicle stimulating hormone increased,13.10.03.003
Sticky skin,23.03.03.019
Protein urine present,13.13.02.006
Rebound effect,08.06.02.009
Abdominal neoplasm,07.21.04.001;16.16.02.002
Micturition disorder,20.02.02.005
Meningitis viral,11.05.04.009;17.06.08.001
Ureteric cancer,16.08.05.002;20.06.01.008
Gastric haemorrhage,07.12.01.001;24.07.02.007
Post procedural swelling,12.02.05.041
Anthrax,11.02.22.001
Mydriasis,06.05.03.004;17.02.11.003
International normalised ratio increased,13.01.02.008
Cushing's syndrome,05.01.01.001;14.11.01.007;19.07.03.002;24.08.04.001
Phenylketonuria,03.08.04.002;14.14.04.002;17.03.07.002;19.21.06.002;20.02.01.018;03.08.04.010;14.14.04.010;17.03.07.003;19.21.06.003
Eyelids pruritus,06.08.03.007;23.03.12.005
Appendicitis,07.19.01.001;11.01.07.001
Transaminases increased,13.03.04.036
Suture related complication,12.02.05.025
Mastoiditis,04.05.05.001;11.01.05.008
Blood sodium abnormal,13.11.01.025
Injection site vesicles,08.02.03.051;12.07.03.051;23.03.01.024
Beckwith-Wiedemann syndrome,03.11.06.009;07.11.04.001;15.11.06.009
Drug level increased,13.17.01.004
Infusion site extravasation,08.02.05.007;12.07.05.008
Aortic valve stenosis,02.07.03.004;24.04.01.001
Metrorrhagia,21.01.01.013;21.01.01.015
Urate nephropathy,14.09.01.008;20.05.03.014
Abortion missed,18.01.01.002
Refractory cytopenia with unilineage dysplasia,01.10.04.013;16.01.04.013
Neutrophil count increased,13.01.06.011
Ventricular hypertrophy,02.04.02.012
Gingival ulceration,07.09.13.014
Gastrointestinal ulcer perforation,07.04.04.005
Pneumonia streptococcal,11.02.06.005;22.07.06.006
Lung neoplasm,16.19.04.001;22.08.01.006;16.19.02.001;22.08.01.001
Metaplasia,08.03.04.004
Mitral valve disease,02.07.01.003
Blepharal pigmentation,06.06.04.014;23.05.01.009
Hyperparathyroidism primary,05.04.01.005;14.04.01.021
Retroperitoneal haemorrhage,07.07.02.002;12.01.17.018;24.07.01.017
Granulomatosis with polyangiitis,10.02.02.018;20.05.01.013;22.01.01.015;24.12.04.011
Defect conduction intraventricular,02.03.01.018
Testicular atrophy,05.05.02.004;21.13.01.001
Methaemoglobinaemia,01.05.01.002
Sinoatrial block,02.03.01.010
Depressive symptom,19.15.02.003;19.15.01.001
Drug administration error,12.09.03.003
Paranoia,19.05.01.005
Rectal abscess,07.19.04.008;11.01.07.026
Reversible ischaemic neurological deficit,17.08.01.074;24.04.06.012
Fat intolerance,14.02.01.003
Genital swelling,21.10.01.010
Melanocytic naevus,16.26.01.007;23.10.01.007
Pain of skin,23.03.03.003
Corneal pigmentation,06.06.03.013
Pneumonia fungal,11.03.05.008;22.07.08.002
Myopia,06.02.04.002
Latent tetany,14.04.01.015;15.05.03.027;17.05.03.012
Orchitis,11.01.19.004;21.09.02.002
Ketogenic diet,25.01.05.002
Vitreous haemorrhage,06.10.03.001;24.07.05.005
Diarrhoea,07.02.01.001
Citrate toxicity,12.03.01.043;14.11.01.026
Pain in extremity,15.03.04.010
Periodontal destruction,07.09.01.005;11.01.04.008
Laryngeal cancer,16.19.03.001;22.08.02.001;16.19.06.001;22.08.02.002
Splenic rupture,01.09.02.006;12.01.17.021
Milia,23.02.03.011
Pertussis,11.02.23.001;22.07.04.002
Leukoplakia,08.01.06.013;23.01.06.002
Blood thyroid stimulating hormone decreased,13.10.03.011
Aphagia,07.01.06.003
Cholangitis,09.02.01.002
Detachment of retinal pigment epithelium,06.09.03.011
Tourette's disorder,03.10.01.001;17.19.02.001;19.11.04.002
Platelet aggregation inhibition,01.08.03.002
Necrosis ischaemic,24.04.02.018
Acute phase reaction,08.01.05.004
Spinal cord haemorrhage,12.01.13.003;17.08.01.030;24.07.04.010
Loss of libido,19.08.03.003
Brain oedema,12.01.10.010;17.07.02.003
Fat redistribution,14.08.04.002
Lymphoma,01.12.01.001;16.20.01.001
Retinal exudates,05.07.01.007;06.10.02.003;14.07.01.007;24.03.07.007
Lower limb fracture,12.04.01.004;15.08.03.004
Blood testosterone decreased,13.10.05.004
Abdominal symptom,07.01.06.007
Polycythaemia vera,01.13.03.002;16.21.03.003
Spina bifida,03.10.02.005;17.19.01.004
Hypergammaglobulinaemia,01.05.01.010;10.02.01.016
Meningocele,03.10.02.002;17.02.10.006
Hepatocellular carcinoma,09.04.02.010;16.07.02.005
Vaginal dysplasia,21.08.01.008
Haemolysis,01.06.04.002
Nail hypertrophy,23.02.05.008
Gastrointestinal disorder,07.11.01.001
Spondylitis,15.01.09.002
Duodenal perforation,07.04.02.001
Homocystinuria,03.08.04.007;14.14.04.007;20.02.01.029
Lip dry,07.06.01.003
Myositis,15.05.01.001
Dysaesthesia pharynx,17.02.06.017;22.04.05.012
Hyphaema,06.07.04.001;12.01.04.007;24.07.05.004
Peripheral vascular disorder,24.03.01.003
Endometriosis,21.07.01.004
Chloropsia,06.02.05.004
Aspermia,21.03.03.004
Hair colour changes,23.02.06.001
Peritoneal haemorrhage,07.07.02.007;12.01.17.007;24.07.02.065
Nasal oedema,22.04.03.012
Type I hypersensitivity,10.01.03.006
Mastitis,11.01.02.001;21.05.03.002
Atrophic vulvovaginitis,21.02.01.003
Granuloma,08.01.05.001;23.03.15.001
Drug level decreased,13.17.01.007
Pulse abnormal,13.14.04.004
Coital bleeding,21.08.02.015
Chondrocalcinosis,14.04.01.017;15.01.06.006
Depressed mood,19.15.02.001
Thyroid disorder,05.02.01.002
Candiduria,11.03.03.025;20.08.02.018
Oral candidiasis,07.05.07.001;11.03.03.004
Skull malformation,03.11.02.011;15.11.02.011
Lung neoplasm malignant,16.19.02.001;22.08.01.001
Emotional distress,19.04.02.008
Application site infection,08.02.01.015;11.01.08.012;12.07.01.012
Visual evoked potentials abnormal,13.07.03.007
Insulin resistance,05.06.02.003;14.06.02.003
Onychoclasis,23.02.05.005
Meningitis bacterial,11.02.01.013;17.06.10.002
Dermatitis contact,10.01.01.003;12.03.01.040;23.03.04.004
Abnormal behaviour,19.01.01.001
Periarthritis,15.01.08.005
Cardiogenic shock,02.05.01.003;24.06.02.006
Essential thrombocythaemia,01.13.03.003;16.21.03.004
Delusion,19.10.01.001
Acute graft versus host disease,10.02.01.028;12.02.09.002
Lymphangitis,01.09.01.005;11.01.15.001;24.09.02.001
Cytokine release syndrome,10.02.01.010
Gastrointestinal ulcer haemorrhage,07.04.04.006;24.07.02.023
Polyuria,20.02.03.002
Major depression,19.15.01.003
Tuberculosis,11.04.01.006
Pyelonephritis acute,11.01.14.003;20.01.09.002
Lactase deficiency,07.17.01.006;14.02.02.003
Retinal pigment epithelial tear,06.09.03.016
Laryngeal neoplasm,16.19.06.001;22.08.02.002;16.19.03.001;22.08.02.001
Ischaemic stroke,17.08.01.018;24.04.06.010
Retinal toxicity,06.09.03.013;12.03.01.036
Stomach dilation procedure,25.02.03.001
Nasal mucosal disorder,22.04.03.009
Paraesthesia oral,07.05.05.035;17.02.06.008
Breath holding,19.01.01.002;22.02.01.016
Catheter site inflammation,08.02.02.010;12.07.02.010
Mouth injury,07.05.01.003;12.01.17.014
Initial insomnia,17.15.03.005;19.02.01.005
Dandruff,23.03.16.001
Blood oestrogen decreased,13.10.05.010
Synovitis,15.04.02.001
Accident at home,12.01.08.015
Nail discolouration,23.02.05.001
Escherichia bacteraemia,11.02.10.001
Histoplasmosis,11.03.06.001
Infusion site urticaria,08.02.05.021;10.01.06.010;12.07.05.021;23.04.02.010
Small intestinal obstruction,07.13.06.001
Thrombophlebitis,24.01.02.001
Haemoglobin abnormal,13.01.05.011
Infusion site reaction,08.02.05.005;12.07.05.006;08.02.03.014;12.07.03.015
Venous pressure increased,13.14.03.008
Thrombocytopenia,01.08.01.002
Leukaemia cutis,01.10.03.002;16.01.03.002
Lip oedema,07.05.04.004;10.01.05.004;23.04.01.006
Calcification metastatic,08.03.04.006;14.04.01.011
Adnexa uteri pain,21.07.04.006
Bone development abnormal,15.02.04.003
Sneezing,22.12.03.024
Malignant hypertension,24.08.01.002
Family stress,26.04.01.001
Eyelid function disorder,06.05.01.003
Deficiency anaemia,01.03.01.004;14.03.02.016
Aggression,19.05.01.001
T-cell lymphoma,01.11.02.001;11.05.17.006;16.17.02.001
Affect lability,19.04.01.001
Eye movement disorder,06.05.02.008;17.02.05.025;06.05.02.001;06.05.02.014;06.05.02.017;17.02.05.017;17.02.05.044;17.02.05.052
Anaplastic large-cell lymphoma,01.12.01.003;16.20.01.003
Duodenitis haemorrhagic,07.08.03.010;24.07.02.025
Dyssomnia,17.15.04.004;19.02.05.006
Vaginal wall congestion,21.08.01.002
Cerebellar ataxia,08.01.02.006;17.02.02.013;17.02.02.005
Hypermagnesaemia,14.04.02.002
Residual urine volume,13.13.03.004
Urine ketone body present,13.02.04.006
Leukoencephalopathy,17.13.02.003
Reflexes abnormal,17.02.01.006
Exostosis,15.02.04.005
Coronary artery stenosis,02.02.01.010;12.02.01.037;24.04.04.017
Blighted ovum,18.01.03.007
Formication,17.02.06.018;19.10.04.002;17.02.06.003;17.02.06.005;23.03.03.077;23.03.03.094
Gastric cancer,07.21.02.001;16.13.03.001;07.21.04.006;16.13.11.003
Embolic stroke,17.08.01.032;24.01.04.010
Rhinitis ulcerative,22.04.04.004
Pelvic pain,07.01.06.012;20.02.03.007;21.10.01.001
Haemoglobin,13.01.05.018
Delirium,19.13.02.001
Hepatitis B,09.01.09.003;11.05.28.003
Wheezing,22.03.01.009;08.01.03.006;22.04.02.003;22.12.01.011;22.12.01.013;22.12.02.012
Cellulitis staphylococcal,11.02.05.006;23.11.02.006
Scleral pigmentation,06.09.06.003
Leukoderma,23.05.02.001
Carcinogenicity,12.03.01.038
Infusion site phlebitis,08.02.05.003;12.07.05.004;24.12.03.002
Tremor,17.01.06.002;17.01.06.005;17.01.06.007;17.01.06.008
Sialoadenitis,07.06.04.002;11.01.04.002;07.06.04.003
Deafness bilateral,04.02.01.007
Aortic disorder,24.03.04.004
Xeroderma,23.01.02.003;03.05.01.004;23.01.02.002
Cytomegalovirus viraemia,11.05.01.003
Transient global amnesia,17.03.02.004;19.20.01.004
Asthenopia,06.01.01.002
Free prostate-specific antigen increased,13.23.01.001
Costovertebral angle tenderness,08.01.08.011;20.02.03.011
Adrenal insufficiency,05.01.02.001;14.11.01.004
Hyperproteinaemia,14.10.01.004
Bacterial test positive,13.08.01.004
Regurgitation,07.01.07.004
Hypotonia,15.05.04.008;17.05.02.002
Ocular hypertension,06.03.01.003
Intestinal diaphragm disease,07.13.01.011
Cytotoxic oedema,17.07.02.006
Meniere's disease,04.04.02.003;07.01.07.007;17.02.12.003
Staphylococcal bacteraemia,11.02.05.001
Dermatitis acneiform,23.02.01.004
Menopausal symptoms,21.02.02.002
Local reaction,08.01.03.012
Disability,26.01.01.003
Vocal cord paresis,17.04.06.003;22.04.01.004;12.02.04.014;17.04.06.002;17.04.06.005;22.04.01.002;22.04.01.016
Pulmonary hypertension,22.06.01.001;24.08.03.002
Muscle mass,15.05.03.018
Amylase decreased,13.05.01.001
Urine odour abnormal,20.02.01.020
Electrocardiogram PR prolongation,13.14.05.012
Ischaemia,24.04.02.004
Spinal osteoarthritis,15.01.04.003
Atrioventricular block,02.03.01.002
Haematological malignancy,01.13.01.003;16.21.01.002
Hepatitis chronic active,09.01.07.006;11.07.01.002
Arteriovenous fistula,24.03.03.001
Intracardiac thrombus,02.11.01.017;24.01.05.003
Mitochondrial toxicity,12.03.01.009;14.11.02.001
Blood calcium decreased,13.11.01.002
Streptococcal sepsis,11.02.06.010
Hypovolaemia,14.05.05.002
N-acetylglutamate synthase deficiency,03.08.04.008;14.14.04.008
Microembolism,24.01.01.025
Injection site swelling,08.02.03.017;12.07.03.018
Acute respiratory failure,14.01.04.004;22.02.06.001
Occipital neuralgia,17.14.01.013
Uterine pain,21.07.01.008
Dry throat,07.06.01.005;22.12.03.005
Factor II deficiency,01.01.01.007;03.15.01.004;01.01.01.001
Rash scarlatiniform,23.03.13.006
Hypertrophic scar,23.01.03.003
Onychomycosis,11.03.05.007;23.11.03.008
Multiple sclerosis,10.04.10.008;17.16.01.001
Lack of spontaneous speech,19.19.03.008
Vitamin K deficiency,14.12.03.005
Bleeding time prolonged,13.01.02.002
Tumour haemorrhage,16.32.03.008;24.07.01.028
Sebaceous gland disorder,23.02.07.004
Renal vasculitis,10.02.02.013;20.01.07.007;24.12.04.021
Scleromalacia,06.09.06.005
Osteogenesis imperfecta,03.11.01.003;15.11.01.003
Hypolipidaemia,14.08.04.018
Toxic encephalopathy,12.03.01.027;17.13.01.004
Uterine rupture,12.01.15.001;18.02.02.001;21.07.01.009
Painful respiration,22.12.02.011
Blood pressure diastolic increased,13.14.03.004
Blunted affect,19.04.01.003
Myeloid metaplasia,01.13.03.004;16.21.03.005;01.13.03.005;01.13.03.008;16.21.03.001;16.21.03.008
Neutrophil count decreased,13.01.06.010
Muscle spasms,15.05.03.004
Aspartate aminotransferase decreased,13.03.04.010
Duodenal ulcer,07.04.02.002;07.04.04.007
Bipolar disorder,19.16.01.003;19.16.01.002;19.16.02.002
Chondropathy,15.07.03.003
Lower gastrointestinal haemorrhage,07.12.03.011;24.07.02.030
Cardio-respiratory arrest,02.03.04.002;22.02.06.007
Mycosis fungoides,01.11.03.002;16.17.03.002;23.07.04.029
Ear pain,04.03.01.003
Haemophilia,01.01.01.009;03.15.01.006;01.01.01.005;03.15.01.002
Encephalopathy,17.13.02.001
Hand fracture,12.04.01.014;15.08.03.014
Dysstasia,08.01.03.089;15.03.05.011;17.02.02.012
Anhedonia,19.15.02.007
Premature baby,18.04.02.001
Sensation of foreign body,08.01.09.002
Apathy,19.04.04.002
Diabetic retinopathy,05.07.01.002;06.10.02.002;14.07.01.002;24.03.07.004
Gilbert's syndrome,03.08.05.002;09.01.10.007;14.14.05.002
Nocturnal dyspnoea,02.11.05.009;22.02.01.019
Renal artery stenosis,20.01.07.005;24.04.11.001
Peptic ulcer perforation,07.04.07.003
Therapeutic response increased,08.06.01.021
Neurological examination abnormal,13.15.01.009
Gingival oedema,07.09.13.009;14.05.06.018
Hepatic enzyme increased,13.03.04.028
Basedow's disease,05.02.02.009;06.09.04.009;10.04.08.014
Haematocrit decreased,13.01.05.001
Intestinal obstruction,07.13.01.002
Multiple sclerosis relapse,17.16.01.003
Molluscum contagiosum,11.05.12.001;23.11.05.007
Acute interstitial pneumonitis,22.01.02.016
Lymphadenitis,01.09.01.001
Onychomadesis,23.02.05.006
Application site folliculitis,08.02.01.044;11.01.12.017;12.07.01.044;23.11.04.001
Carotid artery thrombosis,17.08.01.025;24.01.04.007
Hepatic angiosarcoma,09.04.02.007;16.07.02.003;24.03.06.007
Inappropriate affect,19.04.01.005
Post procedural complication,12.02.05.018
Typhoid fever,07.19.02.014;11.02.19.004
Seborrhoeic dermatitis,23.03.04.018
Tongue pigmentation,07.14.02.017
Laryngeal haemorrhage,12.01.09.009;22.04.01.005;24.07.01.051
Post thrombotic syndrome,24.01.01.019
Pleuritic pain,22.12.01.007
Quadriparesis,17.01.04.012;17.01.04.013
Abdominal pain upper,07.01.05.003
Gout,14.09.01.001;15.01.06.001
Drug level changed,13.17.01.006
Prostatic adenoma,16.36.01.001;21.04.02.005;21.04.02.001
Cardiac output increased,13.14.02.012
Application site paraesthesia,08.02.01.026;12.07.01.026;17.02.06.012
Tongue coated,07.14.02.011
Scrotal disorder,21.12.02.009
Vaginal prolapse,21.07.05.002;21.07.05.006
Accidental exposure to product,12.09.01.001
Flushing,08.01.03.025;23.06.05.003;24.03.01.002
Radicular pain,17.10.01.013
"Extranodal NK/T-cell lymphoma, nasal type",01.11.04.002;16.17.04.002
Kyphosis,15.10.04.002
Electrolyte imbalance,14.05.01.002
Human herpesvirus 6 infection,11.05.02.020
Hearing impaired,04.02.01.006
Forced expiratory volume decreased,13.19.01.003
Oxygen saturation decreased,13.02.01.004
Staphylococcal skin infection,11.02.05.007;23.11.02.018
Feeling hot,08.01.09.009
Eyelid ptosis,06.05.01.002;17.17.02.004
Postpartum disorder,18.06.01.002
Yawning,22.12.03.037
Hormone level abnormal,13.10.10.001
Angiodermatitis,23.06.04.004;24.03.02.024
Breast oedema,21.05.05.012
Uterine cyst,16.04.02.003;21.07.02.007
Skin lesion,23.03.03.010
Atrial septal defect,02.04.02.009;03.07.02.002
Amenorrhoea,05.05.01.002;21.01.02.001
Myotonia,15.05.04.013;17.05.02.013
Primary hypothyroidism,05.02.03.003;14.11.01.021;05.02.03.001;05.02.03.009;14.11.01.012;14.11.01.049
Supraventricular tachycardia,02.03.03.012
Painful ejaculation,19.08.05.007;21.03.01.014
Breast fibrosis,21.05.04.011
Bone neoplasm,15.09.02.001;16.29.01.001;15.09.03.012;16.29.02.002
Anal abscess,07.19.04.004;11.01.07.015
Body tinea,11.03.08.003;23.11.03.002
Mucosal dryness,08.01.06.001
Occult blood positive,13.05.02.001
Arteriospasm coronary,02.02.02.005;12.02.01.031;24.04.04.005
Tumour flare,16.32.03.001
Cloacal exstrophy,03.03.02.004;07.11.04.005;20.08.03.004;21.15.02.003
Gingival abscess,07.09.10.001;11.01.04.011
Meningioma,16.30.01.005;17.20.01.005;16.09.03.001;17.18.03.001
Tubulointerstitial nephritis,20.05.02.002
Retinal vascular occlusion,06.10.01.008;24.04.10.004
Gastric perforation,07.04.03.001;12.02.03.007
Pharyngeal haemorrhage,22.04.05.002;24.07.02.017
Gastrointestinal sounds abnormal,07.01.01.002
Jaundice hepatocellular,09.01.01.006
Eschar,12.01.08.008;23.03.03.027;24.04.03.024
Hypocalciuria,14.04.01.014;20.02.01.030
Psychosomatic disease,19.24.01.006
Asymptomatic bacteriuria,11.02.01.025;20.02.01.028
Antisocial personality disorder,19.05.03.002;19.05.03.005
Malaria,01.03.02.007;11.06.04.001
Hypovolaemic shock,24.06.02.017
Nicotinic acid deficiency,14.12.02.002;23.03.04.013
Tracheitis,11.01.13.007;22.07.03.009
Atrophy,08.03.04.001
Orthostatic intolerance,02.11.01.019;17.05.01.007;24.06.01.003
Foetal anticonvulsant syndrome,03.02.02.001;12.03.03.001;18.03.03.001
Lymphocytic leukaemia,01.10.09.001;16.01.09.001
Disturbance in sexual arousal,19.08.04.003
Cholecystitis infective,09.03.01.006;11.01.18.002
Wernicke-Korsakoff syndrome,14.12.02.008;17.03.02.009;19.20.05.003
Progesterone,13.10.05.015
Hiatus hernia,07.16.01.001;22.09.02.004
Catatonia,19.11.01.001;19.11.01.003
Sudden onset of sleep,17.15.04.003
Feelings of worthlessness,19.15.02.008
Gangrene,11.02.01.003;23.06.06.001;24.04.05.003
Procedural complication,12.02.05.005
Hypersensitivity,10.01.03.003
Failed induction of labour,18.07.03.001
Constipation,07.02.02.001;07.02.03.005
Cranial nerve paralysis,17.04.01.002
Adnexa uteri cyst,16.04.01.003;21.07.04.004
Transient ischaemic attack,17.08.04.001;24.04.06.005
Panic disorder,19.06.04.002;19.06.04.001
Autonomic nervous system imbalance,08.01.01.010;17.05.01.011;24.06.01.005
Feeling cold,08.01.09.008
Anovulatory cycle,05.05.01.017;21.01.01.011
Eye ulcer,06.08.03.018
Blood pressure normal,13.14.03.010
Spermatozoa abnormal,13.20.04.009
Nail ridging,23.02.05.020
Tooth infection,07.09.01.004;11.01.04.004
Sunburn,12.05.02.001;23.03.09.007
Knee deformity,15.10.03.002
Type IV hypersensitivity reaction,10.01.03.022
Protein C deficiency,01.01.01.006;03.15.01.003
Impulse-control disorder,19.18.01.002
Hair texture abnormal,23.02.06.004
Aortic arteriosclerosis,24.04.01.004
Foreign body sensation in eyes,06.01.01.006
Urethral haemorrhage,20.07.01.003;24.07.03.006
Gastrooesophageal sphincter insufficiency,07.02.02.015
Floppy iris syndrome,06.05.03.007;12.02.02.001;17.02.11.001
Application site pain,08.02.01.004;12.07.01.004
Electrocardiogram T wave amplitude decreased,13.14.05.006
Periodontitis,07.09.01.002;11.01.04.012
Transverse sinus thrombosis,17.08.03.004;24.01.04.013
Cardiac discomfort,02.11.04.001
Headache,17.14.01.001;12.02.04.004;17.14.01.012
Retained placenta or membranes,18.07.04.004
Pulmonary arterial hypertension,22.06.01.002;24.08.03.003
Jaundice neonatal,01.06.04.006;09.01.01.008;18.04.08.001
Breast disorder female,21.05.04.007
Tricuspid valve incompetence,02.07.05.001
