adrid,adr_info
BADD_A02238,10.02.01.034;22.01.02.014
BADD_A02239,06.05.02.011;17.04.02.003
BADD_A02242,07.13.01.001
BADD_A02243,07.02.05.001
BADD_A02244,19.10.05.006
BADD_A02248,10.02.01.001
BADD_A02259,07.02.02.004
BADD_A02260,08.03.02.001
BADD_A02267,19.04.01.005
BADD_A02276,17.02.08.002;19.10.03.006
BADD_A02278,07.01.06.011;17.05.01.006;20.02.02.004
BADD_A02279,08.01.09.027;14.03.01.003
BADD_A02283,01.01.03.005;23.06.01.009;24.07.06.012
BADD_A02285,11.01.08.002
BADD_A02307,21.03.02.001
BADD_A02311,07.08.01.016
BADD_A02314,11.05.03.001;22.07.02.001
BADD_A02315,08.01.03.010
BADD_A02317,23.02.05.011
BADD_A02318,07.16.02.001
BADD_A02321,17.15.03.005;19.02.01.005
BADD_A02325,08.02.03.042;12.07.03.042;23.03.11.015;24.07.06.017
BADD_A02328,08.02.03.001;12.07.03.001;23.03.06.015
BADD_A02329,08.02.03.002;12.07.03.002
BADD_A02332,08.02.03.004;12.07.03.004;24.07.01.009
BADD_A02333,08.02.03.005;12.07.03.005;24.07.01.010
BADD_A02336,08.02.03.007;12.07.03.007
BADD_A02338,08.02.03.008;12.07.03.009
BADD_A02339,08.02.03.027;12.07.03.027
BADD_A02340,08.02.03.009;12.07.03.010
BADD_A02341,08.02.03.020;12.07.03.020
BADD_A02343,08.02.03.010;12.07.03.011
BADD_A02346,08.02.03.013;12.07.03.014;23.03.12.007
BADD_A02347,08.02.03.032;12.07.03.032;23.03.13.010
BADD_A02348,08.02.03.014;12.07.03.015
BADD_A02352,08.02.03.029;10.01.06.003;12.07.03.029;23.04.02.003
BADD_A02353,08.02.03.051;12.07.03.051;23.03.01.024
BADD_A02354,08.02.03.036;12.07.03.036
BADD_A02356,12.01.08.004
BADD_A02362,17.15.03.002;19.02.01.002
BADD_A02363,08.02.01.008;12.07.01.008
BADD_A02367,05.06.02.003;14.06.02.003
BADD_A02371,12.01.08.036;19.12.01.002
BADD_A02373,24.04.03.001
BADD_A02377,13.01.02.008
BADD_A02378,10.02.01.033;22.01.02.003
BADD_A02387,07.15.02.001;24.04.08.001
BADD_A02388,07.13.01.002
BADD_A02389,07.04.06.002
BADD_A02390,07.13.01.003
BADD_A02391,07.04.06.003
BADD_A02392,17.08.06.001;24.02.04.001
BADD_A02393,17.07.02.002
BADD_A02395,13.07.04.002
BADD_A02397,17.08.01.017;24.07.04.008
BADD_A02402,06.04.03.001
BADD_A02408,06.04.03.002;10.02.01.022
BADD_A02411,14.13.02.002
BADD_A02413,01.03.01.002;14.13.02.001
BADD_A02415,08.01.03.011;19.04.02.013
BADD_A02416,07.02.04.003;19.24.01.003
BADD_A02418,09.01.07.018;24.04.07.004
BADD_A02422,01.06.04.004;09.01.01.004;23.03.03.030
BADD_A02423,09.01.01.005
BADD_A02425,01.06.04.006;09.01.01.008;18.04.08.001
BADD_A02431,15.01.02.005
BADD_A02434,15.01.02.003
BADD_A02435,15.01.02.004
BADD_A02437,11.05.17.001;16.33.02.001
BADD_A02441,06.04.02.002
BADD_A02444,06.06.03.007
BADD_A02446,14.01.01.008
BADD_A02448,14.01.01.001
BADD_A02460,13.18.01.001
BADD_A02462,04.04.03.001;11.01.05.002
BADD_A02467,06.08.02.010
BADD_A02468,06.08.02.004
BADD_A02470,14.01.01.002
BADD_A02471,07.17.01.003;14.02.02.001
BADD_A02474,07.04.06.004
BADD_A02475,07.04.06.005;12.02.03.005
BADD_A02482,10.01.05.003;22.04.02.001;23.04.01.005
BADD_A02483,22.12.03.010
BADD_A02486,11.01.13.001;22.07.03.001
BADD_A02487,22.04.02.002
BADD_A02492,02.05.02.001
BADD_A02500,06.06.01.003
BADD_A02504,08.01.01.008;17.02.04.003;19.04.04.004
BADD_A02505,01.10.03.001;16.01.03.001
BADD_A02517,01.02.01.002
BADD_A02519,23.05.02.001
BADD_A02520,17.13.02.003
BADD_A02521,01.02.02.001
BADD_A02524,19.08.03.001;21.03.02.005
BADD_A02525,19.08.03.002;21.03.02.007
BADD_A02526,23.03.08.001
BADD_A02532,12.01.07.008;15.07.02.004
BADD_A02537,10.04.02.006;23.03.01.015
BADD_A02542,07.06.01.003
BADD_A02543,07.05.04.004;10.01.05.004;23.04.01.006
BADD_A02544,07.05.05.029
BADD_A02545,07.05.04.005;10.01.05.005;23.04.01.007
BADD_A02547,13.05.01.003
BADD_A02555,14.08.04.006;23.07.01.001
BADD_A02557,15.09.01.001;16.18.01.001
BADD_A02561,08.01.01.012;19.04.04.003
BADD_A02562,23.06.05.001;24.03.04.003
BADD_A02564,09.01.08.001
BADD_A02566,13.03.04.030
BADD_A02571,08.01.03.012
BADD_A02575,17.02.08.006;19.19.02.001
BADD_A02576,02.03.01.017
BADD_A02578,17.02.04.004
BADD_A02580,19.08.03.003
BADD_A02589,11.01.09.002;22.07.01.002
BADD_A02599,22.01.02.010
BADD_A02600,22.02.07.001
BADD_A02602,22.01.02.004
BADD_A02607,01.09.01.001
BADD_A02608,01.09.01.002
BADD_A02615,13.01.06.006
BADD_A02618,01.02.01.003
BADD_A02619,01.09.01.006;24.09.01.001
BADD_A02622,01.12.01.001;16.20.01.001
BADD_A02629,01.02.02.002
BADD_A02631,01.07.02.003
BADD_A02632,06.09.03.001
BADD_A02633,06.04.06.005
BADD_A02634,23.03.03.037
BADD_A02635,06.09.03.007
BADD_A02637,07.17.01.001;14.02.01.004
BADD_A02640,08.01.01.003
BADD_A02651,16.03.01.001;23.08.01.001
BADD_A02660,19.16.02.002
BADD_A02663,14.03.02.013
BADD_A02667,08.03.05.003
BADD_A02668,07.01.06.016;15.03.05.022;17.05.03.006
BADD_A02669,11.01.02.001;21.05.03.002
BADD_A02693,07.02.05.002
BADD_A02695,07.12.02.004;24.07.02.013
BADD_A02696,16.26.01.007;23.10.01.007
BADD_A02700,17.03.02.003;19.20.01.003
BADD_A02705,16.30.01.005;17.20.01.005
BADD_A02708,17.02.05.007
BADD_A02709,11.01.03.001;17.06.03.001
BADD_A02710,11.01.03.002;17.06.03.002
BADD_A02728,21.02.02.002
BADD_A02729,26.03.01.001
BADD_A02731,21.01.01.004
BADD_A02733,05.05.01.010;21.01.02.003
BADD_A02734,05.05.01.008;21.01.01.005
BADD_A02737,26.01.01.001
BADD_A02740,17.03.03.002;19.21.02.003
BADD_A02742,07.15.02.008;24.01.08.003
BADD_A02749,14.01.01.003
BADD_A02751,14.01.02.004
BADD_A02759,09.04.02.004;16.22.02.001
BADD_A02760,16.22.02.002;22.08.01.005
BADD_A02762,15.09.03.007;16.22.02.007
BADD_A02765,16.03.01.002;23.08.01.002
BADD_A02767,01.05.01.002
BADD_A02774,01.03.02.008
BADD_A02776,20.02.02.005
BADD_A02777,20.02.02.006
BADD_A02780,17.15.03.003;19.02.01.003
BADD_A02781,17.14.02.001;24.03.05.003
BADD_A02783,17.14.02.002;24.03.05.005
BADD_A02785,23.02.03.014
BADD_A02787,06.05.03.003;17.02.11.002
BADD_A02830,02.07.01.002
BADD_A02840,01.02.01.004
BADD_A02843,17.01.04.011
BADD_A02844,17.01.04.003
BADD_A02847,19.04.02.007
BADD_A02850,19.04.03.001
BADD_A02852,04.04.01.001;17.02.12.001
BADD_A02856,07.05.02.001;24.07.02.014
BADD_A02857,07.05.06.004
BADD_A02858,17.01.02.010
BADD_A02862,08.01.06.001
BADD_A02864,08.01.06.002
BADD_A02865,08.01.06.003
BADD_A02867,07.01.03.006
BADD_A02869,10.01.03.030
BADD_A02872,12.04.02.009;15.08.02.005
BADD_A02874,10.04.10.008;17.16.01.001
BADD_A02876,15.05.03.003;17.05.03.004
BADD_A02877,15.05.03.008;17.05.03.001
BADD_A02878,15.05.03.014
BADD_A02880,12.01.07.016;15.05.03.017;24.07.01.037
BADD_A02887,15.05.04.001;17.05.02.005
BADD_A02889,15.05.03.004
BADD_A02890,15.05.04.011;17.05.03.007
BADD_A02893,15.05.03.005
BADD_A02894,15.05.06.001;17.05.03.005
BADD_A02905,15.03.04.007
BADD_A02911,17.02.08.007;19.19.01.001
BADD_A02912,15.05.02.001
BADD_A02913,10.04.05.001;15.05.08.001;17.05.04.001
BADD_A02922,06.05.03.004;17.02.11.003
BADD_A02925,10.04.10.006;17.06.02.002
BADD_A02926,01.10.04.001;16.01.04.001
BADD_A02928,01.13.03.005;16.21.03.001
BADD_A02931,17.10.01.007
BADD_A02935,02.02.02.007;24.04.04.009
BADD_A02936,02.02.02.008;24.04.04.010
BADD_A02939,02.04.03.001
BADD_A02940,17.02.05.008
BADD_A02942,02.04.02.006;15.05.03.009;20.02.01.010
BADD_A02946,15.05.05.001
BADD_A02948,06.02.04.002
BADD_A02949,15.05.01.001
BADD_A02952,23.02.05.001
BADD_A02954,23.02.05.002
BADD_A02963,22.04.04.001
BADD_A02965,22.04.03.002
BADD_A02967,22.12.03.013
BADD_A02968,22.04.03.012
BADD_A02970,16.38.01.001;22.04.03.010
BADD_A02976,22.04.03.011
BADD_A02978,11.01.13.002;22.07.03.002
BADD_A02979,07.01.07.001
BADD_A02981,15.03.04.009
BADD_A02982,08.03.03.001;24.04.02.006
BADD_A03004,16.16.02.001
BADD_A03005,16.16.01.001
BADD_A03007,16.03.02.003;23.08.02.003
BADD_A03017,20.05.02.001
BADD_A03021,20.04.01.002
BADD_A03024,20.05.03.001
BADD_A03025,12.03.01.010;20.05.03.002
BADD_A03027,20.05.01.002
BADD_A03028,12.01.12.001;17.09.02.002
BADD_A03030,17.02.10.001
BADD_A03036,19.06.02.003
BADD_A03037,17.02.07.005
BADD_A03038,17.09.03.001
BADD_A03043,17.10.01.002;20.03.03.001
BADD_A03044,08.05.01.005;12.03.01.003;15.05.04.015;17.05.02.003
BADD_A03063,17.09.03.003
BADD_A03064,19.06.01.001
BADD_A03065,12.03.01.011;17.02.10.002
BADD_A03067,01.02.03.004
BADD_A03069,13.01.06.046
BADD_A03070,13.01.06.010
BADD_A03073,01.02.01.005
BADD_A03075,06.02.10.010;14.12.03.001
BADD_A03076,08.01.03.031;23.02.03.006
BADD_A03077,19.02.03.003
BADD_A03079,21.05.05.009
BADD_A03083,20.02.03.001
BADD_A03084,02.03.03.020
BADD_A03085,02.03.03.021
BADD_A03092,01.17.01.001;16.35.01.001
BADD_A03098,08.01.03.040
BADD_A03100,01.03.02.005
BADD_A03102,06.05.02.006;17.02.02.006
BADD_A03103,14.03.02.009
BADD_A03104,10.02.01.096;12.02.09.036;22.03.01.012
BADD_A03105,19.06.05.001
BADD_A03106,19.06.05.002
BADD_A03113,06.04.05.004
BADD_A03114,06.03.01.003
BADD_A03125,06.05.02.002;17.01.03.002
BADD_A03128,07.01.06.036
BADD_A03129,08.01.07.006;14.05.06.010
BADD_A03130,21.10.01.011
BADD_A03131,07.05.04.001;10.01.05.006;23.04.01.008
BADD_A03134,02.05.04.007;08.01.07.007;14.05.06.011
BADD_A03138,07.21.06.001;16.13.06.001
BADD_A03141,07.12.01.002;24.07.02.021
BADD_A03146,07.01.05.012
BADD_A03147,07.04.05.001
BADD_A03148,07.02.04.004
BADD_A03149,07.13.02.001
BADD_A03151,07.04.05.002
BADD_A03154,07.12.01.003;09.01.06.004;24.07.02.022
BADD_A03155,07.08.05.001
BADD_A03159,18.05.01.001
BADD_A03160,05.05.01.011;21.01.02.004
BADD_A03161,21.03.03.005
BADD_A03162,20.01.03.004
BADD_A03163,17.01.05.004
BADD_A03165,23.02.05.004
BADD_A03170,06.05.02.003;17.17.02.005
BADD_A03171,17.01.03.005
BADD_A03172,11.01.08.007
BADD_A03173,06.09.02.001
BADD_A03175,06.07.03.001;17.04.05.006;24.04.10.001
BADD_A03182,06.04.08.002;10.02.01.097;17.04.05.001
BADD_A03185,07.05.07.001;11.03.03.004
BADD_A03189,07.05.05.001
BADD_A03191,07.05.05.017
BADD_A03193,07.05.05.018
BADD_A03195,07.05.05.034
BADD_A03206,19.08.01.004;21.03.02.013
BADD_A03210,07.05.04.002;10.01.05.014;22.04.05.005;23.04.01.013
BADD_A03211,02.11.05.010;22.02.01.020
BADD_A03212,17.05.01.020;24.06.03.004
BADD_A03214,15.01.04.001
BADD_A03219,14.04.04.001;15.02.03.001;20.01.01.002
BADD_A03220,11.01.01.001;15.02.05.001
BADD_A03221,15.02.04.007;24.04.05.004
BADD_A03222,14.04.04.002;15.02.03.002
BADD_A03228,04.01.02.001;11.01.05.003
BADD_A03229,04.05.01.001;11.01.05.004
BADD_A03234,04.03.01.004;12.03.01.012
BADD_A03237,16.12.04.001;21.11.01.003
BADD_A03239,16.04.03.001;21.11.01.002
BADD_A03240,21.11.02.004
BADD_A03247,12.11.01.002
BADD_A03251,08.01.08.004
BADD_A03253,15.03.04.010
BADD_A03254,15.02.01.003
BADD_A03255,23.03.03.003
BADD_A03256,22.12.02.011
BADD_A03258,08.01.03.032;23.03.03.031;24.03.04.001
BADD_A03260,17.02.07.009;23.03.05.009
BADD_A03261,02.11.04.012
BADD_A03262,07.21.09.002;16.13.10.001
BADD_A03263,07.18.02.001
BADD_A03269,07.18.01.001
BADD_A03271,07.18.01.002
BADD_A03272,07.18.01.007
BADD_A03274,07.18.01.004
BADD_A03275,01.03.03.003
BADD_A03276,19.06.04.001
BADD_A03277,19.06.04.002
BADD_A03278,19.06.04.003
BADD_A03280,10.01.03.024;23.07.02.002
BADD_A03281,06.04.05.005
BADD_A03285,06.09.02.002;17.07.02.004;24.03.07.001
BADD_A03288,23.03.03.038
BADD_A03292,17.02.06.005;23.03.03.094
BADD_A03295,17.01.04.004
BADD_A03298,19.05.01.005
BADD_A03299,17.01.04.006
BADD_A03300,17.01.04.007
BADD_A03309,17.01.04.008
BADD_A03311,17.01.05.003
BADD_A03313,17.04.04.002;22.04.03.007
BADD_A03315,07.06.03.001
BADD_A03323,12.04.02.006;15.08.02.008;16.32.03.007
BADD_A03334,07.01.06.012;20.02.03.007;21.10.01.001
BADD_A03336,10.04.02.002;23.03.01.004
BADD_A03337,10.04.02.003;23.03.01.005
BADD_A03342,21.12.01.001
BADD_A03343,07.04.07.001
BADD_A03348,15.01.08.005
BADD_A03351,02.06.01.002
BADD_A03352,02.06.01.003;24.07.01.013
BADD_A03353,02.06.02.001
BADD_A03361,06.08.03.017;10.01.05.010;23.04.01.002
BADD_A03365,08.01.09.010;23.06.04.008;24.04.03.006
BADD_A03367,24.04.03.002
BADD_A03368,17.09.03.004
BADD_A03373,17.09.03.005
BADD_A03374,24.03.01.003
BADD_A03384,07.19.05.004;11.01.07.007
BADD_A03386,17.09.02.003
BADD_A03390,17.02.05.019;19.05.01.006
BADD_A03391,19.05.02.002
BADD_A03398,01.01.03.002;23.06.01.003;24.07.06.004
BADD_A03399,17.12.04.001
BADD_A03400,21.12.01.002
BADD_A03406,10.01.05.016;22.04.05.003;23.04.01.016
BADD_A03408,07.05.07.004;11.01.13.003;22.07.03.004
BADD_A03412,12.02.01.002;24.12.03.004
BADD_A03414,19.06.03.002
BADD_A03417,06.01.01.004;17.17.02.006
BADD_A03418,06.02.06.004;17.17.01.006
BADD_A03419,23.03.09.003
BADD_A03425,23.02.06.005
BADD_A03438,15.03.03.002
BADD_A03440,01.14.02.004;16.23.02.004
BADD_A03443,01.14.02.002;16.23.02.002
BADD_A03449,13.01.04.011
BADD_A03451,13.01.04.001
BADD_A03453,01.08.03.001
BADD_A03461,22.05.02.002
BADD_A03465,22.05.01.001
BADD_A03466,22.12.01.007
BADD_A03470,11.01.09.003;22.07.01.003
BADD_A03472,11.01.09.019;22.07.01.015
BADD_A03482,22.01.01.006
BADD_A03483,22.05.02.003
BADD_A03490,20.02.02.007
BADD_A03492,15.01.01.005
BADD_A03494,01.07.01.001
BADD_A03498,05.03.03.002;14.05.02.001
BADD_A03500,18.05.01.002
BADD_A03503,10.04.05.003;15.06.01.001
BADD_A03505,17.09.03.012
BADD_A03508,20.02.03.002
BADD_A03509,24.04.03.013
BADD_A03513,09.01.06.006;24.08.06.001
BADD_A03515,09.01.06.007;24.01.03.003
BADD_A03524,15.03.05.029;17.02.05.033
BADD_A03526,18.02.03.002;20.01.08.002;24.08.07.002
BADD_A03527,08.01.03.043
BADD_A03528,18.08.02.004
BADD_A03535,18.04.02.001
BADD_A03536,18.07.01.006
BADD_A03538,18.07.01.002
BADD_A03540,18.07.01.003
BADD_A03541,18.02.01.004;24.07.03.019
BADD_A03542,17.14.01.019;19.04.02.009;21.01.01.007
BADD_A03545,02.11.04.013;17.02.05.009;24.06.02.010
BADD_A03546,21.03.01.005;24.04.12.007
BADD_A03549,02.02.02.019;24.04.04.015
BADD_A03551,07.03.02.001
BADD_A03552,07.08.04.001
BADD_A03556,22.02.03.005
BADD_A03562,16.25.01.002;21.04.02.004
BADD_A03566,21.04.01.001
BADD_A03573,21.09.01.001
BADD_A03584,20.02.01.011
BADD_A03587,13.01.02.010
BADD_A03588,13.01.02.011
BADD_A03592,13.01.02.012
BADD_A03599,07.14.02.002;17.02.05.037
BADD_A03600,23.03.04.017
BADD_A03601,23.03.12.001
BADD_A03602,21.10.01.002;23.03.12.008
BADD_A03606,01.09.01.016
BADD_A03607,07.19.01.003;11.02.02.002
BADD_A03610,10.02.01.036;23.03.14.002
BADD_A03611,10.02.01.031;15.01.10.001;23.03.14.005
BADD_A03619,17.01.02.011;19.11.02.003
BADD_A03620,19.15.02.002
BADD_A03622,19.03.01.003
BADD_A03627,22.01.02.005;24.07.01.015
BADD_A03629,02.05.02.002;22.01.03.002;24.03.08.001
BADD_A03630,22.06.02.001;24.01.06.001
BADD_A03632,01.02.04.006;22.01.01.009
BADD_A03633,22.01.02.006
BADD_A03636,22.12.01.009;24.07.01.016
BADD_A03637,22.06.01.001;24.08.03.002
BADD_A03640,22.06.02.002;24.04.09.001
BADD_A03643,02.05.02.003;22.01.03.003
BADD_A03645,22.06.02.003;24.01.06.002
BADD_A03660,06.04.02.003
BADD_A03664,06.05.03.009;17.02.11.007
BADD_A03668,01.01.04.003;23.06.01.004;24.07.06.005
BADD_A03674,10.02.01.102;23.03.14.006
BADD_A03675,11.01.14.002;20.01.09.001
BADD_A03680,10.04.02.009;16.32.03.005;23.07.03.001
BADD_A03683,08.05.02.003
BADD_A03684,11.01.08.043;20.08.02.016
BADD_A03685,17.01.04.013
BADD_A03691,17.10.01.005
BADD_A03693,22.12.01.011
BADD_A03695,23.03.13.001
BADD_A03696,23.03.13.029
BADD_A03699,23.03.13.003
BADD_A03700,23.03.13.004
BADD_A03701,23.03.13.005
BADD_A03702,23.03.13.017
BADD_A03703,23.03.13.030
BADD_A03704,11.01.12.002;23.03.10.003
BADD_A03706,23.03.13.009
BADD_A03708,24.04.03.003
BADD_A03709,08.06.02.009
BADD_A03710,07.21.05.002;16.13.01.003
BADD_A03711,07.12.03.001;24.07.02.018
BADD_A03719,13.01.05.007
BADD_A03727,06.02.04.004
BADD_A03741,16.08.02.001;20.01.04.002
BADD_A03742,20.02.03.010
BADD_A03744,16.27.01.001;20.01.04.001
BADD_A03745,20.01.02.002
BADD_A03749,20.01.03.005
BADD_A03756,20.01.07.008;24.01.11.004
BADD_A03763,20.02.03.003
BADD_A03768,14.01.01.005;20.05.03.003
BADD_A03769,20.05.03.004
BADD_A03770,20.01.07.003
BADD_A03799,22.02.01.041
BADD_A03801,14.01.04.002;22.02.02.004
BADD_A03803,14.01.05.001;22.02.02.005
BADD_A03807,22.02.01.009
BADD_A03808,17.02.05.047;22.02.01.010
BADD_A03810,22.02.07.002
BADD_A03812,22.02.01.012
BADD_A03813,14.01.04.003;22.02.06.002
BADD_A03825,17.02.05.021;19.11.02.002
BADD_A03828,07.01.07.002
BADD_A03839,06.10.01.005;24.01.07.003
BADD_A03842,06.09.03.002
BADD_A03845,06.09.03.003;12.01.04.004
BADD_A03846,06.08.03.005
BADD_A03851,06.10.01.001;24.07.05.003
BADD_A03854,06.04.06.007;24.03.07.006
BADD_A03858,06.09.03.010;12.01.04.014
BADD_A03862,06.10.01.010;24.01.07.006
BADD_A03863,06.10.01.003;24.01.07.002
BADD_A03867,06.10.02.001;24.03.07.003
BADD_A03873,07.07.03.003;10.02.01.026;20.06.01.006
BADD_A03874,07.07.02.002;12.01.17.018;24.07.01.017
BADD_A03877,15.05.05.002
BADD_A03878,10.04.06.001;15.01.03.001
BADD_A03882,11.01.13.004;22.07.03.006
BADD_A03883,10.01.04.003;22.04.04.003
BADD_A03887,22.12.03.021
BADD_A03888,22.12.01.013
BADD_A03892,02.05.03.002
BADD_A03896,23.02.08.001
BADD_A03898,12.01.07.018;15.01.08.002
BADD_A03909,07.06.03.002
BADD_A03914,07.06.01.009
BADD_A03918,10.02.06.001
BADD_A03920,15.09.03.002;16.33.01.002
BADD_A03923,23.03.03.004
BADD_A03928,19.03.04.001
BADD_A03932,15.10.01.001;17.10.03.001
BADD_A03937,06.04.07.002;10.02.01.025
BADD_A03938,10.04.07.001;15.06.01.002;23.03.02.005
BADD_A03940,15.10.04.001
BADD_A03942,08.01.03.099;19.04.02.020
BADD_A03944,21.12.02.001
BADD_A03949,23.02.07.001
BADD_A03950,23.03.04.018
BADD_A03952,16.16.01.014
BADD_A03953,05.03.04.012;14.11.01.014
BADD_A03955,17.02.04.005
BADD_A03956,17.12.03.001
BADD_A03963,08.01.09.020
BADD_A03966,17.02.07.006
BADD_A03967,17.02.07.007
BADD_A03968,11.01.11.003
BADD_A03972,11.01.11.004;24.06.02.011
BADD_A03974,12.03.01.041;15.05.04.016;17.05.02.004
BADD_A03979,10.01.03.004;12.02.08.004
BADD_A03980,08.01.03.003;10.01.03.005
BADD_A03985,19.08.05.002;21.03.02.003
BADD_A03990,24.06.02.002
BADD_A03993,07.06.04.002;11.01.04.002
BADD_A03995,01.04.02.001
BADD_A04000,02.03.01.010
BADD_A04001,02.03.03.007
BADD_A04002,02.03.03.008
BADD_A04003,02.03.03.009
BADD_A04004,22.04.06.001
BADD_A04006,17.14.01.002;22.12.03.022
BADD_A04007,02.03.03.010
BADD_A04008,11.01.13.005;22.07.03.007
BADD_A04010,06.08.02.011;07.06.01.010;10.04.04.009;15.06.01.015
BADD_A04027,23.01.05.001
BADD_A04028,16.03.02.002;23.08.02.002
BADD_A04029,23.05.02.002
BADD_A04030,23.03.03.005
BADD_A04031,23.03.03.006
BADD_A04032,23.03.03.007
BADD_A04035,23.07.03.002
BADD_A04036,23.03.07.003
BADD_A04037,23.03.03.008
BADD_A04040,23.05.01.003
BADD_A04042,23.01.04.002
BADD_A04043,23.05.02.003
BADD_A04045,11.01.12.003;23.11.04.007
BADD_A04047,23.03.04.009
BADD_A04048,23.03.03.010
BADD_A04050,23.03.03.011
BADD_A04055,23.03.03.012
BADD_A04056,11.05.07.001;16.26.01.002;23.10.01.002
BADD_A04058,10.01.03.019;23.03.03.013
BADD_A04059,23.01.05.002
BADD_A04061,23.07.03.003;24.04.03.007
BADD_A04063,23.03.03.014
BADD_A04069,17.15.05.001;19.02.05.002;22.02.01.013
BADD_A04071,19.02.04.001
BADD_A04080,17.15.02.006;19.02.03.008
BADD_A04081,08.01.01.004
BADD_A04083,16.19.08.003;22.08.01.013
BADD_A04084,07.13.06.001
BADD_A04085,07.04.06.006
BADD_A04089,22.12.03.024
BADD_A04090,22.12.03.025
BADD_A04091,19.05.01.007
BADD_A04103,17.15.02.004;19.02.03.006
BADD_A04104,17.02.04.006;19.02.05.003
BADD_A04111,17.02.08.003;19.19.02.002;22.12.03.027
BADD_A04126,17.10.01.006
BADD_A04130,15.01.04.003
BADD_A04132,01.09.02.003
BADD_A04136,01.09.02.004;24.04.08.024
BADD_A04138,01.09.02.001
BADD_A04141,22.02.03.010
BADD_A04142,22.02.03.007
BADD_A04143,16.16.01.002
BADD_A04145,16.03.02.005;23.08.02.005
BADD_A04148,19.01.01.003
BADD_A04150,17.12.03.005
BADD_A04151,07.17.01.002
BADD_A04155,10.01.01.045;11.07.01.005;12.03.01.014;23.03.01.007
BADD_A04156,08.04.01.006;18.01.02.002
BADD_A04157,07.05.06.005
BADD_A04160,06.05.02.004;17.17.01.009
BADD_A04161,20.02.02.017
BADD_A04164,19.06.02.004
BADD_A04169,22.04.02.003
BADD_A04179,17.02.04.007;19.02.05.004
BADD_A04181,12.01.10.011;17.08.01.010;24.07.04.004
BADD_A04187,12.01.10.003;17.08.05.002;24.07.04.005
BADD_A04190,02.03.04.013;08.04.01.003
BADD_A04193,22.12.02.014
BADD_A04195,19.12.01.003
BADD_A04198,19.12.01.004
BADD_A04200,12.05.02.001;23.03.09.007
BADD_A04201,11.01.08.009
BADD_A04207,02.03.03.011
BADD_A04208,02.03.03.012
BADD_A04209,25.01.02.003
BADD_A04216,08.01.03.015
BADD_A04217,08.01.03.100;10.01.05.018;23.04.01.018
BADD_A04218,07.14.02.003;10.01.05.015;23.04.01.014
BADD_A04220,02.11.04.015;17.02.04.008;24.06.02.012
BADD_A04222,15.04.02.002;16.18.01.004
BADD_A04223,15.04.02.001
BADD_A04225,10.04.03.004;15.06.02.003;23.03.02.006
BADD_A04229,02.03.02.007
BADD_A04232,22.02.01.014
BADD_A04234,17.01.02.012
BADD_A04236,19.15.02.005
BADD_A04238,23.06.03.001;24.03.03.003
BADD_A04242,08.01.08.005
BADD_A04246,12.01.07.019;15.07.01.002
BADD_A04248,12.01.07.003;15.07.01.008
BADD_A04249,12.01.07.007;15.07.01.003
BADD_A04250,15.07.01.004
BADD_A04251,19.06.02.005
BADD_A04252,17.14.01.004;19.24.01.009
BADD_A04259,21.13.01.005
BADD_A04260,21.13.01.003
BADD_A04262,05.04.02.003;14.04.01.005;15.05.03.013
BADD_A04266,08.06.01.016
BADD_A04268,08.06.01.001
BADD_A04270,17.02.05.023;19.10.03.001
BADD_A04272,08.01.09.021;14.03.02.007
BADD_A04276,07.05.05.037;22.12.03.029
BADD_A04277,19.01.02.005;22.12.03.031
BADD_A04278,01.08.01.002
BADD_A04280,01.08.01.003;23.06.01.007
BADD_A04281,01.08.02.001
BADD_A04282,24.01.02.001
BADD_A04284,24.01.01.006
BADD_A04286,01.01.02.006;20.01.07.004;24.01.01.013
BADD_A04288,01.08.01.005;23.06.01.011;24.07.06.014
BADD_A04292,05.02.01.002
BADD_A04300,05.02.05.002;16.24.01.002
BADD_A04304,05.02.04.001
BADD_A04311,17.02.05.024;19.11.04.001
BADD_A04316,04.04.01.002;17.04.07.004
BADD_A04318,07.14.02.014
BADD_A04319,07.14.02.011
BADD_A04321,07.14.02.006
BADD_A04322,07.14.01.002
BADD_A04327,07.14.02.007;10.01.05.008;23.04.01.009
BADD_A04331,07.14.01.003
BADD_A04332,17.12.03.011
BADD_A04334,11.01.13.006;22.07.03.008
BADD_A04335,07.09.01.003;11.01.04.003
BADD_A04338,07.09.02.001
BADD_A04339,07.09.05.001
BADD_A04346,07.09.09.001;12.01.17.026
BADD_A04351,07.09.06.001
BADD_A04352,02.03.04.005
BADD_A04353,15.05.04.003;17.01.03.003
BADD_A04358,12.03.01.027;17.13.01.004
BADD_A04359,10.01.01.006;11.07.01.006;12.03.01.015;23.03.01.008
BADD_A04368,11.01.09.020;22.07.01.016
BADD_A04373,17.08.04.001;24.04.06.005
BADD_A04375,10.02.03.002;12.02.05.022
BADD_A04380,17.01.06.002
BADD_A04388,02.07.05.001
BADD_A04390,17.04.08.001
BADD_A04394,15.05.04.004;17.01.03.004
BADD_A04401,14.05.01.004;16.32.03.002
BADD_A04402,16.32.03.003
BADD_A04403,06.02.07.005;17.17.01.013
BADD_A04405,04.05.04.001;12.01.14.001
BADD_A04407,10.01.03.006
BADD_A04410,08.03.06.001
BADD_A04414,07.16.03.001
BADD_A04416,18.08.01.001
BADD_A04417,17.02.05.031
BADD_A04419,07.12.02.006;24.07.02.024
BADD_A04424,11.01.13.009;22.07.03.011
